"ID";"Leeftijd";"Marges";"RegioS";"ErvarenGezondheidGoedZeerGoed_1";"EenOfMeerLichamelijkeBeperkingen_3";"BeperkingInBewegen_6";"Ondergewicht_7";"NormaalGewicht_8";"Overgewicht_9";"MatigOvergewicht_10";"ErnstigOvergewichtObesitas_11";"VoldoetAanBeweegrichtlijn_12";"WekelijksSporter_13";"Rokers_17";"OvermatigDrinker_20"
"1037";"10000";"MBG0095";"GM0431";"    84.1";"    15.7";"     9.4";"     1.9";"    50.0";"    57.5";"    40.2";"    20.3";"    53.2";"    58.9";"    16.1";"     8.7"
"1038";"10000";"MBG0095";"GM0432";"    84.2";"    14.2";"     8.7";"     3.7";"    57.3";"    48.8";"    38.6";"    12.5";"    53.5";"    56.7";"    19.3";"    12.8"
"1039";"10000";"MBG0095";"GM0086";"    85.0";"    13.5";"     8.9";"     3.1";"    50.3";"    55.6";"    41.6";"    16.7";"    57.0";"    50.5";"    18.4";"     8.2"
"1040";"10000";"MBG0095";"GM0828";"    79.3";"    20.3";"    13.4";"     1.6";"    48.1";"    56.5";"    39.2";"    19.4";"    48.2";"    54.5";"    21.7";"     8.3"
"1041";"10000";"MBG0095";"GM1509";"    82.7";"    19.6";"    13.6";"     2.0";"    45.8";"    60.9";"    40.8";"    23.2";"    52.1";"    48.5";"    18.8";"     8.8"
"1042";"10000";"MBG0095";"GM0437";"    85.4";"    15.0";"    10.1";"     2.3";"    61.5";"    44.2";"    35.4";"    10.9";"    58.1";"    64.5";"    16.2";"     9.3"
"1043";"10000";"MBG0095";"GM0589";"    82.8";"    13.9";"     9.7";"     2.0";"    55.1";"    51.1";"    36.3";"    17.4";"       .";"       .";"    14.6";"     8.2"
"1044";"10000";"MBG0095";"GM1734";"    83.2";"    16.0";"     9.8";"     3.3";"    50.9";"    53.8";"    40.2";"    15.8";"    57.6";"    56.3";"    20.2";"     7.9"
"1045";"10000";"MBG0095";"GM0590";"    83.4";"    16.8";"    10.5";"     2.9";"    48.4";"    57.1";"    42.0";"    17.8";"    46.6";"    49.2";"    13.1";"     5.6"
"1046";"10000";"MBG0095";"GM1894";"    81.9";"    14.9";"     9.1";"     2.9";"    50.9";"    52.1";"    38.5";"    15.3";"    57.3";"    54.5";"    17.4";"     9.0"
